Student_ID,Age,Gender,City,Province,CGPA,Performance_Class,Family_Income_PKR,Parents_Education,Study_Hours_Per_Week,Attendance_Percentage,Internet_Access,Private_Tuition,Device_Available,Electricity_Availability,School_Type,Medium_of_Instruction,Distance_to_Institute_km,Transport_Mode,Parental_Support_Level,Health_Issues,Part_Time_Job,Extra_Curricular,Motivation_Level
583,23,Female,Bahawalpur,Punjab,2.9,Average,Low (<30k),Intermediate,33,93,Yes,No,Desktop,Consistent,Public,English,27.7,Car,Low,Minor,No,Sports,High
584,17,Female,Dir,Punjab,2.9,Average,High (>250k),Graduate,18,56,Yes,No,Desktop,Consistent,Public,Urdu,16.2,Car,High,None,Yes,Sports,Low
585,17,Female,Dir,Punjab,2.9,Average,Lower-Middle (30k-60k),Graduate,30,66,No,No,Laptop,Consistent,Semi-Government,Urdu,24.8,Bike,Medium,None,Yes,Sports,Low
586,22,Female,Kotli,Punjab,2.91,Average,Low (<30k),Matric,31,96,Yes,Yes,None,Frequent Outages,Public,Urdu,3.6,Bike,Medium,Chronic,No,None,High
587,18,Male,Rahim Yar Khan,KPK,2.91,Average,Lower-Middle (30k-60k),Graduate,8,98,No,Yes,None,Frequent Outages,Private,Urdu,9.0,Car,Medium,Chronic,Yes,None,Low
588,24,Male,Mirpur,Gilgit Baltistan,2.91,Average,Low (<30k),Matric,34,98,No,No,Desktop,Consistent,Semi-Government,Urdu,12.1,Bus,High,None,No,Clubs,Low
589,21,Male,Mansehra,KPK,2.91,Average,High (>250k),Matric,8,63,No,No,Mobile,Consistent,Private,English,7.5,Bus,High,None,Yes,Clubs,High
590,19,Male,Dir,Punjab,2.92,Average,Upper-Middle (120k-250k),Matric,29,56,Yes,Yes,Laptop,Frequent Outages,Public,English,17.2,Van,Medium,None,No,Sports,Medium
591,23,Female,Sialkot,Azad Kashmir,2.92,Average,Low (<30k),Matric,6,98,Yes,Yes,None,Frequent Outages,Semi-Government,English,12.1,Walk,High,None,Yes,Clubs,Medium
592,21,Female,Gilgit,Gilgit Baltistan,2.92,Average,Lower-Middle (30k-60k),Intermediate,36,72,No,Yes,Mobile,Consistent,Public,English,24.8,Bike,High,Minor,Yes,Clubs,Medium
593,18,Female,Hunza,KPK,2.92,Average,Low (<30k),Intermediate,31,57,Yes,No,None,Consistent,Private,Urdu,25.5,Bike,High,Chronic,Yes,Sports,High
594,24,Male,Abbottabad,Azad Kashmir,2.92,Average,Lower-Middle (30k-60k),Postgraduate,24,87,Yes,Yes,None,Consistent,Public,Urdu,30.5,Bus,Medium,Minor,Yes,Clubs,Low
595,20,Female,Bahawalpur,Punjab,2.93,Average,Upper-Middle (120k-250k),Matric,11,60,No,Yes,Mobile,Frequent Outages,Semi-Government,Urdu,2.1,Van,High,None,Yes,None,Medium
596,17,Female,Okara,KPK,2.93,Average,Upper-Middle (120k-250k),Primary,30,91,Yes,Yes,None,Consistent,Semi-Government,English,5.1,Car,High,Chronic,Yes,Sports,Medium
597,25,Female,Bannu,Azad Kashmir,2.93,Average,Low (<30k),Graduate,37,90,No,Yes,Mobile,Frequent Outages,Public,Urdu,33.4,Bike,Medium,None,Yes,Clubs,Medium
598,18,Female,Abbottabad,Gilgit Baltistan,2.93,Average,High (>250k),Primary,35,91,No,No,Desktop,Frequent Outages,Private,English,33.5,Walk,Medium,Chronic,Yes,None,High
599,23,Female,Mirpur,Punjab,2.94,Average,High (>250k),Postgraduate,24,90,No,Yes,Mobile,Frequent Outages,Public,English,1.1,Car,Medium,Minor,Yes,Sports,High
600,17,Male,Diamer,Azad Kashmir,2.94,Average,Upper-Middle (120k-250k),Postgraduate,20,56,No,Yes,Desktop,Consistent,Private,Urdu,34.5,Van,Medium,Minor,Yes,None,Low
601,17,Female,Skardu,Punjab,2.94,Average,Lower-Middle (30k-60k),Matric,20,95,Yes,No,Laptop,Frequent Outages,Public,English,22.2,Van,High,Minor,No,None,Low
602,24,Male,Multan,Gilgit Baltistan,2.94,Average,Middle (60k-120k),Postgraduate,23,56,No,Yes,None,Consistent,Private,Urdu,8.2,Walk,High,Minor,Yes,Sports,High
603,20,Female,Peshawar,Punjab,2.95,Average,Low (<30k),Graduate,13,98,Yes,No,Mobile,Frequent Outages,Private,Urdu,17.7,Van,Medium,None,No,Clubs,Medium
604,20,Female,Okara,KPK,2.95,Average,High (>250k),Intermediate,29,93,Yes,No,Desktop,Consistent,Private,English,26.1,Walk,Medium,None,Yes,None,Low
605,19,Male,Gilgit,Punjab,2.95,Average,Low (<30k),Postgraduate,7,99,Yes,Yes,Laptop,Frequent Outages,Public,English,22.5,Bike,Medium,Chronic,No,Clubs,Low
606,19,Male,Muzaffarabad,KPK,2.95,Average,Low (<30k),Matric,23,80,No,No,Desktop,Consistent,Private,English,14.8,Car,High,None,Yes,Sports,High
607,17,Female,Diamer,KPK,2.96,Average,Lower-Middle (30k-60k),Graduate,28,78,Yes,Yes,None,Consistent,Semi-Government,Urdu,31.3,Bus,Medium,Minor,Yes,Sports,High
608,22,Female,Bannu,Gilgit Baltistan,2.96,Average,Upper-Middle (120k-250k),Primary,17,60,No,Yes,Desktop,Frequent Outages,Private,Urdu,23.4,Bus,High,None,Yes,Clubs,High
609,17,Male,Dir,Punjab,2.96,Average,Lower-Middle (30k-60k),Intermediate,38,91,No,No,Mobile,Consistent,Public,Urdu,0.9,Walk,Medium,None,Yes,Sports,Low
610,19,Male,Mirpur,KPK,2.96,Average,Middle (60k-120k),Postgraduate,25,96,No,Yes,Laptop,Frequent Outages,Private,Urdu,1.2,Bike,Medium,Minor,No,Clubs,Low
611,20,Male,Charsadda,Punjab,2.97,Average,Low (<30k),Postgraduate,15,75,Yes,Yes,Laptop,Consistent,Private,English,7.2,Van,Medium,Chronic,Yes,None,High
612,22,Female,Bhimber,KPK,2.97,Average,Low (<30k),Primary,27,73,Yes,Yes,Laptop,Frequent Outages,Private,Urdu,23.7,Walk,Low,None,No,Clubs,Low
613,17,Male,Lahore,KPK,2.97,Average,Low (<30k),Postgraduate,14,89,No,No,Mobile,Frequent Outages,Public,Urdu,23.2,Bike,Low,None,Yes,Clubs,Medium
614,25,Male,Sialkot,KPK,2.97,Average,High (>250k),Matric,37,90,No,No,Mobile,Consistent,Private,English,11.8,Walk,High,Chronic,No,Clubs,High
615,17,Female,Mansehra,Punjab,2.98,Average,High (>250k),Primary,22,70,No,No,Laptop,Frequent Outages,Semi-Government,English,23.7,Walk,Medium,Minor,Yes,Clubs,Medium
616,24,Male,Peshawar,KPK,2.98,Average,High (>250k),Intermediate,33,81,No,No,Desktop,Frequent Outages,Semi-Government,English,2.3,Bus,Low,Minor,Yes,Clubs,Medium
617,17,Male,Gujranwala,Punjab,2.98,Average,Upper-Middle (120k-250k),Matric,17,85,Yes,Yes,Mobile,Consistent,Semi-Government,English,9.6,Walk,Medium,Chronic,Yes,None,Medium
618,22,Female,Dir,KPK,2.98,Average,High (>250k),Intermediate,10,76,No,Yes,Laptop,Frequent Outages,Public,Urdu,5.5,Bike,Low,Minor,No,None,Low
619,24,Female,Lahore,KPK,2.98,Average,Lower-Middle (30k-60k),Matric,32,69,Yes,Yes,Laptop,Consistent,Public,English,21.9,Car,High,None,Yes,Sports,Medium
620,20,Male,Skardu,Punjab,2.99,Average,Low (<30k),Intermediate,25,89,No,Yes,None,Consistent,Private,English,19.4,Van,Medium,Chronic,No,None,Medium
621,18,Male,Diamer,Punjab,2.99,Average,Lower-Middle (30k-60k),Primary,37,56,No,No,Laptop,Frequent Outages,Semi-Government,English,21.3,Bike,Medium,Minor,Yes,Sports,Medium
622,17,Female,Diamer,Punjab,2.99,Average,Upper-Middle (120k-250k),Postgraduate,21,58,No,Yes,Desktop,Frequent Outages,Semi-Government,Urdu,1.8,Bus,Low,None,No,None,High
623,19,Female,Okara,KPK,2.99,Average,High (>250k),Graduate,12,75,Yes,Yes,None,Consistent,Semi-Government,Urdu,16.8,Bus,High,Minor,Yes,Sports,Low
624,23,Male,Chiniot,Gilgit Baltistan,3.0,Average,Upper-Middle (120k-250k),Matric,19,95,No,Yes,Laptop,Consistent,Private,Urdu,27.8,Car,Low,None,Yes,Sports,Medium
625,18,Female,Sargodha,KPK,3.0,Average,Low (<30k),Graduate,10,55,No,No,Mobile,Consistent,Private,English,19.9,Van,High,None,No,None,Low
626,25,Female,Dir,KPK,3.0,Average,Middle (60k-120k),Matric,18,67,No,Yes,Desktop,Consistent,Semi-Government,Urdu,25.3,Car,High,Minor,No,Clubs,Medium
627,18,Male,Bahawalpur,Punjab,3.0,Average,High (>250k),Intermediate,6,75,No,Yes,Mobile,Frequent Outages,Public,Urdu,10.6,Bus,Low,Minor,No,Clubs,Low
628,19,Male,Sialkot,Gilgit Baltistan,3.01,Average,Middle (60k-120k),Primary,6,67,No,No,Laptop,Consistent,Public,English,28.3,Car,High,None,No,Sports,Medium
629,19,Female,Rahim Yar Khan,Azad Kashmir,3.01,Average,Low (<30k),Graduate,11,94,Yes,No,Mobile,Frequent Outages,Private,English,18.1,Walk,High,Chronic,No,None,High
630,24,Male,Sialkot,KPK,3.01,Average,Upper-Middle (120k-250k),Primary,35,72,No,No,Mobile,Consistent,Public,English,14.8,Bus,High,None,No,Sports,Medium
631,17,Male,Bhimber,Azad Kashmir,3.01,Average,Upper-Middle (120k-250k),Intermediate,36,95,No,Yes,Mobile,Consistent,Private,English,22.2,Walk,Low,Minor,No,Clubs,Medium
632,21,Female,Chiniot,Punjab,3.02,Average,Lower-Middle (30k-60k),Primary,10,80,Yes,Yes,Desktop,Consistent,Private,Urdu,9.4,Walk,Medium,Minor,Yes,None,Medium
633,21,Female,Sargodha,KPK,3.02,Average,Lower-Middle (30k-60k),Matric,39,96,Yes,No,Laptop,Frequent Outages,Semi-Government,English,9.1,Walk,Low,None,Yes,Clubs,Low
634,17,Male,Mansehra,Azad Kashmir,3.02,Average,Lower-Middle (30k-60k),Primary,12,62,Yes,Yes,Mobile,Consistent,Private,English,5.4,Bike,High,Minor,Yes,Clubs,Medium
635,22,Female,Muzaffarabad,Punjab,3.02,Average,Low (<30k),Intermediate,26,61,Yes,No,None,Consistent,Semi-Government,English,22.1,Bus,High,Chronic,Yes,Clubs,Medium
636,21,Male,Gilgit,Punjab,3.03,Average,Upper-Middle (120k-250k),Postgraduate,14,73,No,Yes,Desktop,Consistent,Private,Urdu,9.4,Walk,Low,Minor,Yes,Sports,High
637,24,Male,Gilgit,KPK,3.03,Average,Middle (60k-120k),Primary,27,67,Yes,No,Laptop,Consistent,Public,Urdu,21.4,Bike,Medium,Minor,Yes,Sports,Medium
638,18,Female,Multan,KPK,3.03,Average,High (>250k),Postgraduate,15,92,Yes,No,Laptop,Consistent,Private,Urdu,9.6,Van,Low,None,No,Sports,Low
639,17,Male,Bahawalpur,Punjab,3.03,Average,Low (<30k),Postgraduate,22,98,Yes,No,None,Frequent Outages,Private,Urdu,29.1,Bike,Medium,None,No,Sports,Low
640,24,Male,Faisalabad,Gilgit Baltistan,3.04,Average,Upper-Middle (120k-250k),Intermediate,19,86,No,Yes,Laptop,Consistent,Private,English,3.4,Bus,Low,Chronic,No,Sports,High
641,18,Female,Mansehra,KPK,3.04,Average,Low (<30k),Graduate,16,78,No,No,Laptop,Consistent,Public,Urdu,6.9,Bus,High,Minor,No,None,Medium
642,22,Female,Sargodha,KPK,3.04,Average,Low (<30k),Graduate,16,86,Yes,Yes,Mobile,Consistent,Private,Urdu,32.2,Walk,High,Chronic,No,Clubs,Medium
643,23,Female,Kotli,Azad Kashmir,3.04,Average,Lower-Middle (30k-60k),Postgraduate,25,81,Yes,No,None,Frequent Outages,Private,Urdu,24.7,Bike,Medium,Chronic,Yes,Clubs,Low
644,25,Female,Gilgit,KPK,3.04,Average,Upper-Middle (120k-250k),Postgraduate,8,90,Yes,No,None,Consistent,Public,Urdu,31.6,Van,High,Chronic,No,Clubs,High
645,21,Male,Mardan,Gilgit Baltistan,3.05,Average,High (>250k),Postgraduate,26,81,No,Yes,Laptop,Consistent,Public,Urdu,4.3,Bike,Low,None,No,Sports,Low
646,17,Female,Hunza,Punjab,3.05,Average,Middle (60k-120k),Postgraduate,39,99,No,Yes,Laptop,Consistent,Public,Urdu,3.0,Van,Low,Chronic,Yes,Sports,High
647,23,Female,Bhimber,Punjab,3.05,Average,Upper-Middle (120k-250k),Postgraduate,26,91,No,No,Desktop,Consistent,Public,English,4.0,Bike,Medium,None,No,Clubs,Medium
648,20,Female,Muzaffarabad,KPK,3.05,Average,Upper-Middle (120k-250k),Matric,15,72,Yes,Yes,Desktop,Frequent Outages,Semi-Government,Urdu,29.6,Bike,Low,Minor,Yes,Clubs,Medium
649,19,Female,Skardu,Punjab,3.06,Average,Lower-Middle (30k-60k),Matric,37,88,Yes,Yes,Laptop,Frequent Outages,Semi-Government,English,33.6,Bike,Low,None,Yes,Sports,Medium
650,17,Female,Chiniot,KPK,3.06,Average,High (>250k),Intermediate,7,90,No,No,None,Frequent Outages,Public,English,11.0,Bus,Low,Chronic,Yes,Clubs,High
651,18,Male,Mansehra,Punjab,3.06,Average,Upper-Middle (120k-250k),Graduate,18,68,Yes,Yes,Mobile,Consistent,Public,Urdu,18.9,Van,Medium,Chronic,No,Sports,Medium
652,17,Male,Diamer,Punjab,3.06,Average,Middle (60k-120k),Matric,35,89,No,No,None,Consistent,Private,Urdu,26.7,Walk,Low,Chronic,No,Clubs,Low
653,25,Male,Faisalabad,KPK,3.07,Average,Low (<30k),Intermediate,38,61,Yes,No,Mobile,Consistent,Public,Urdu,1.5,Van,Medium,Chronic,Yes,Sports,High
654,19,Female,Rahim Yar Khan,Gilgit Baltistan,3.07,Average,High (>250k),Intermediate,22,88,Yes,Yes,Laptop,Consistent,Private,English,7.4,Car,Low,Minor,Yes,Sports,Medium
655,24,Male,Lahore,Punjab,3.07,Average,High (>250k),Postgraduate,8,73,Yes,No,Mobile,Consistent,Public,English,9.2,Van,Medium,Minor,Yes,Clubs,High
656,18,Male,Mirpur,Azad Kashmir,3.07,Average,Lower-Middle (30k-60k),Intermediate,26,75,No,No,Desktop,Frequent Outages,Public,Urdu,23.9,Car,Medium,None,No,Sports,Medium
657,23,Male,Rahim Yar Khan,Punjab,3.08,Average,Upper-Middle (120k-250k),Intermediate,38,91,Yes,Yes,Desktop,Frequent Outages,Semi-Government,Urdu,25.5,Walk,High,None,Yes,None,Medium
658,21,Female,Multan,KPK,3.08,Average,Lower-Middle (30k-60k),Matric,31,91,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,15.1,Walk,Low,Minor,No,Clubs,Medium
659,23,Male,Mansehra,KPK,3.08,Average,Upper-Middle (120k-250k),Graduate,30,83,No,Yes,Laptop,Consistent,Public,Urdu,23.3,Bike,Medium,None,Yes,Clubs,Medium
660,25,Female,Peshawar,Azad Kashmir,3.08,Average,High (>250k),Graduate,30,74,Yes,No,Desktop,Frequent Outages,Semi-Government,Urdu,23.1,Bus,Medium,None,No,Clubs,Medium
661,18,Male,Bhimber,KPK,3.09,Average,High (>250k),Matric,9,55,No,No,None,Consistent,Semi-Government,English,4.1,Bus,High,None,Yes,Clubs,Low
662,24,Female,Okara,Azad Kashmir,3.09,Average,High (>250k),Postgraduate,32,66,No,Yes,Mobile,Consistent,Private,English,20.5,Van,Low,Minor,Yes,Sports,Low
663,22,Male,Hunza,KPK,3.09,Average,Low (<30k),Postgraduate,35,94,Yes,Yes,Mobile,Frequent Outages,Private,English,27.2,Bus,Medium,Chronic,Yes,None,Medium
664,25,Female,Chiniot,Azad Kashmir,3.09,Average,High (>250k),Primary,38,78,Yes,No,Mobile,Frequent Outages,Private,Urdu,5.0,Walk,Low,None,Yes,Clubs,High
665,23,Female,Mirpur,Azad Kashmir,3.1,Average,Lower-Middle (30k-60k),Graduate,35,93,No,Yes,Mobile,Frequent Outages,Public,English,30.5,Bike,High,Chronic,Yes,Sports,Low
666,18,Female,Lahore,Punjab,3.1,Average,Lower-Middle (30k-60k),Postgraduate,19,69,No,Yes,Desktop,Consistent,Private,English,23.2,Bike,Medium,Minor,No,Clubs,Medium
667,17,Male,Mirpur,KPK,3.1,Average,High (>250k),Matric,8,97,No,Yes,None,Frequent Outages,Public,English,9.0,Walk,Medium,None,Yes,None,Medium
668,24,Male,Muzaffarabad,Azad Kashmir,3.1,Average,Lower-Middle (30k-60k),Postgraduate,24,72,Yes,No,None,Consistent,Public,Urdu,22.9,Bike,Low,Minor,Yes,Clubs,Medium
669,17,Female,Dir,KPK,3.1,Average,Lower-Middle (30k-60k),Postgraduate,39,93,No,No,None,Consistent,Semi-Government,Urdu,23.3,Bike,Low,Minor,No,None,Low
670,24,Female,Peshawar,KPK,3.11,Average,Upper-Middle (120k-250k),Matric,31,91,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,10.7,Bike,Medium,Chronic,No,None,Low
671,17,Male,Peshawar,Punjab,3.11,Average,High (>250k),Postgraduate,18,91,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,26.2,Bus,High,Minor,No,Clubs,Low
672,20,Female,Sialkot,Gilgit Baltistan,3.11,Average,High (>250k),Graduate,31,72,Yes,Yes,None,Consistent,Private,Urdu,26.4,Car,High,None,No,Sports,Low
673,17,Male,Diamer,KPK,3.11,Average,High (>250k),Graduate,32,66,Yes,No,Desktop,Frequent Outages,Private,English,33.3,Bus,Low,Minor,No,None,Medium
674,21,Female,Bahawalpur,Gilgit Baltistan,3.12,Average,Low (<30k),Primary,10,93,Yes,Yes,Desktop,Consistent,Semi-Government,English,26.9,Walk,Medium,None,Yes,Sports,Low
675,17,Female,Bahawalpur,Gilgit Baltistan,3.12,Average,Upper-Middle (120k-250k),Primary,38,56,Yes,Yes,Desktop,Frequent Outages,Public,Urdu,18.7,Bus,High,None,No,None,High
676,25,Male,Okara,Gilgit Baltistan,3.12,Average,High (>250k),Intermediate,22,75,Yes,No,Laptop,Consistent,Private,English,17.4,Van,Medium,None,Yes,Clubs,Low
677,23,Female,Rahim Yar Khan,Gilgit Baltistan,3.12,Average,Low (<30k),Postgraduate,30,57,No,Yes,Mobile,Frequent Outages,Semi-Government,Urdu,9.0,Van,High,None,No,Sports,Low
678,19,Female,Mansehra,Punjab,3.13,Average,Low (<30k),Primary,38,97,Yes,Yes,Laptop,Consistent,Semi-Government,English,23.8,Walk,Low,None,Yes,Sports,High
679,23,Female,Diamer,Punjab,3.13,Average,High (>250k),Postgraduate,24,77,Yes,No,Desktop,Consistent,Private,English,6.2,Bike,Medium,Chronic,Yes,Clubs,Medium
680,19,Male,Lahore,Gilgit Baltistan,3.13,Average,Lower-Middle (30k-60k),Matric,32,65,No,No,None,Frequent Outages,Semi-Government,English,12.5,Bike,Low,Chronic,No,None,Medium
681,17,Male,Sialkot,KPK,3.13,Average,Upper-Middle (120k-250k),Matric,7,65,Yes,Yes,Desktop,Frequent Outages,Semi-Government,Urdu,5.8,Bus,Low,Minor,Yes,Clubs,Medium
682,18,Female,Sialkot,Punjab,3.14,Average,Middle (60k-120k),Matric,19,94,No,Yes,None,Frequent Outages,Private,Urdu,21.1,Bike,Low,Minor,Yes,Clubs,High
683,23,Male,Swat,KPK,3.14,Average,Low (<30k),Intermediate,6,71,No,Yes,Mobile,Frequent Outages,Semi-Government,English,5.5,Van,High,Minor,Yes,Clubs,Medium
684,21,Male,Mirpur,Punjab,3.14,Average,Middle (60k-120k),Postgraduate,6,62,Yes,No,Desktop,Frequent Outages,Public,Urdu,28.7,Bus,Low,Minor,Yes,None,High
685,21,Male,Bhimber,KPK,3.14,Average,Low (<30k),Intermediate,26,57,Yes,Yes,Mobile,Consistent,Semi-Government,Urdu,29.4,Van,Low,None,Yes,None,Low
686,18,Male,Swat,Punjab,3.15,Average,Low (<30k),Postgraduate,11,81,No,Yes,None,Frequent Outages,Semi-Government,Urdu,30.3,Van,Low,Minor,Yes,Clubs,High
687,24,Male,Charsadda,Gilgit Baltistan,3.15,Average,Lower-Middle (30k-60k),Intermediate,18,63,Yes,No,Mobile,Consistent,Semi-Government,Urdu,29.1,Van,Low,None,Yes,None,High
688,23,Male,Sargodha,Gilgit Baltistan,3.15,Average,Upper-Middle (120k-250k),Postgraduate,30,58,Yes,Yes,Laptop,Frequent Outages,Private,English,11.2,Bike,Low,Chronic,Yes,Clubs,High
689,19,Male,Bhimber,Gilgit Baltistan,3.15,Average,Low (<30k),Postgraduate,38,89,No,Yes,Mobile,Frequent Outages,Public,Urdu,31.6,Walk,High,Minor,Yes,Sports,High
690,24,Female,Mirpur,Punjab,3.16,Average,Lower-Middle (30k-60k),Primary,25,94,No,Yes,Desktop,Consistent,Private,Urdu,26.3,Bus,Low,Minor,Yes,None,Medium
691,17,Male,Kotli,Gilgit Baltistan,3.16,Average,High (>250k),Postgraduate,27,80,No,No,Desktop,Consistent,Public,English,25.7,Walk,Low,Chronic,Yes,Sports,Low
692,18,Male,Chiniot,Punjab,3.16,Average,Low (<30k),Matric,7,94,Yes,Yes,Laptop,Consistent,Semi-Government,English,23.5,Car,High,Minor,Yes,Sports,High
693,24,Female,Gujranwala,Punjab,3.16,Average,High (>250k),Primary,35,99,No,No,Laptop,Consistent,Public,English,7.6,Van,Low,None,Yes,None,High
694,24,Female,Abbottabad,Azad Kashmir,3.16,Average,Lower-Middle (30k-60k),Matric,36,56,No,Yes,None,Frequent Outages,Public,Urdu,14.8,Walk,Low,Chronic,No,Clubs,Low
695,19,Female,Faisalabad,Punjab,3.17,Average,Low (<30k),Graduate,19,59,Yes,No,None,Frequent Outages,Private,Urdu,13.6,Bus,Low,Chronic,No,Clubs,High
696,20,Female,Swat,Azad Kashmir,3.17,Average,High (>250k),Primary,37,58,Yes,Yes,None,Frequent Outages,Private,Urdu,11.1,Walk,Low,Chronic,No,None,Medium
697,17,Male,Gujranwala,Azad Kashmir,3.17,Average,Low (<30k),Primary,29,97,No,Yes,Desktop,Frequent Outages,Private,English,33.3,Walk,Medium,Chronic,Yes,Clubs,Medium
698,17,Male,Gujranwala,KPK,3.17,Average,Low (<30k),Primary,39,62,No,Yes,Desktop,Consistent,Semi-Government,English,14.2,Bus,High,None,No,Sports,Medium
699,22,Male,Dir,Punjab,3.18,Average,Upper-Middle (120k-250k),Primary,27,55,Yes,No,Laptop,Frequent Outages,Public,Urdu,26.4,Bike,Low,None,Yes,Sports,High
700,25,Female,Lahore,Punjab,3.18,Average,Middle (60k-120k),Intermediate,29,75,No,No,None,Frequent Outages,Semi-Government,English,10.6,Car,High,Minor,No,Sports,Low
701,17,Female,Peshawar,Azad Kashmir,3.18,Average,Upper-Middle (120k-250k),Primary,26,64,No,No,Laptop,Frequent Outages,Public,English,23.5,Walk,Low,None,Yes,Clubs,Low
702,18,Male,Gilgit,Punjab,3.18,Average,High (>250k),Graduate,12,86,Yes,Yes,Laptop,Consistent,Public,English,13.9,Van,High,Chronic,Yes,None,High
703,21,Male,Sialkot,Punjab,3.19,Average,Lower-Middle (30k-60k),Matric,10,64,Yes,Yes,Laptop,Consistent,Private,English,24.8,Car,Low,Minor,Yes,Sports,Medium
704,17,Female,Gilgit,KPK,3.19,Average,Low (<30k),Matric,24,93,No,Yes,Mobile,Consistent,Semi-Government,Urdu,3.5,Bus,High,None,No,None,High
705,20,Female,Faisalabad,Azad Kashmir,3.19,Average,Lower-Middle (30k-60k),Matric,22,62,No,No,None,Consistent,Semi-Government,Urdu,13.8,Van,Low,None,No,Sports,Medium
706,19,Female,Mansehra,KPK,3.19,Average,Low (<30k),Graduate,29,77,Yes,Yes,None,Consistent,Semi-Government,English,9.8,Car,Medium,None,Yes,Clubs,Low
707,20,Male,Rahim Yar Khan,Azad Kashmir,3.2,Good,High (>250k),Matric,19,96,Yes,No,Laptop,Consistent,Private,Urdu,4.8,Walk,Low,Chronic,No,Sports,Medium
708,22,Male,Diamer,KPK,3.2,Good,Low (<30k),Matric,19,64,Yes,Yes,None,Consistent,Private,English,22.6,Walk,High,None,No,None,High
709,19,Male,Bannu,KPK,3.2,Good,High (>250k),Matric,9,96,Yes,Yes,Laptop,Frequent Outages,Private,Urdu,14.5,Bike,Low,None,No,Sports,High
710,17,Male,Lahore,KPK,3.2,Good,High (>250k),Matric,34,96,Yes,Yes,Laptop,Frequent Outages,Semi-Government,English,22.6,Walk,High,None,Yes,Sports,High
711,25,Female,Bhimber,Punjab,3.21,Good,Middle (60k-120k),Matric,37,72,No,No,None,Frequent Outages,Public,Urdu,32.1,Walk,High,Minor,Yes,Clubs,Low
712,23,Female,Skardu,KPK,3.21,Good,Low (<30k),Primary,24,78,No,Yes,None,Consistent,Semi-Government,English,27.1,Car,Medium,Chronic,No,None,Medium
713,23,Female,Bannu,Azad Kashmir,3.21,Good,Low (<30k),Matric,15,73,Yes,Yes,None,Frequent Outages,Semi-Government,Urdu,6.2,Car,Low,Minor,No,Sports,Medium
714,17,Male,Lahore,Punjab,3.21,Good,High (>250k),Postgraduate,14,99,Yes,Yes,None,Frequent Outages,Semi-Government,English,27.0,Bike,Medium,Chronic,Yes,Clubs,Medium
715,22,Female,Multan,KPK,3.22,Good,High (>250k),Primary,12,93,No,Yes,Desktop,Frequent Outages,Public,English,31.4,Car,Medium,Chronic,No,None,Medium
716,18,Female,Gilgit,Punjab,3.22,Good,Middle (60k-120k),Intermediate,14,93,Yes,No,None,Consistent,Semi-Government,English,29.7,Bus,High,None,No,Clubs,Medium
717,19,Male,Mardan,Gilgit Baltistan,3.22,Good,Middle (60k-120k),Intermediate,33,89,No,No,None,Frequent Outages,Private,English,30.3,Walk,Medium,Minor,Yes,Sports,Medium
718,24,Male,Skardu,Punjab,3.22,Good,Upper-Middle (120k-250k),Intermediate,18,88,Yes,No,None,Frequent Outages,Private,Urdu,32.8,Bus,Low,Chronic,No,Clubs,Low
719,20,Male,Multan,Azad Kashmir,3.22,Good,Low (<30k),Postgraduate,35,79,Yes,No,Desktop,Frequent Outages,Semi-Government,English,4.0,Bike,Low,Chronic,No,None,High
720,19,Male,Dir,Punjab,3.23,Good,Upper-Middle (120k-250k),Primary,37,93,No,Yes,None,Frequent Outages,Private,English,25.4,Bike,Medium,Minor,Yes,None,Low
721,18,Male,Bannu,Punjab,3.23,Good,Middle (60k-120k),Intermediate,33,87,Yes,No,Laptop,Frequent Outages,Public,English,7.1,Bus,High,Minor,No,Clubs,Low
722,23,Male,Gilgit,KPK,3.23,Good,Low (<30k),Graduate,11,89,No,No,None,Consistent,Public,English,22.5,Van,High,None,Yes,Clubs,Low
723,22,Male,Bhimber,Punjab,3.23,Good,High (>250k),Graduate,11,76,No,Yes,Desktop,Consistent,Semi-Government,English,30.2,Walk,Low,Minor,Yes,Sports,Medium
724,24,Male,Bannu,Punjab,3.24,Good,Middle (60k-120k),Intermediate,13,97,No,Yes,Laptop,Consistent,Private,Urdu,2.5,Van,Medium,Chronic,Yes,Sports,High
725,25,Female,Skardu,Azad Kashmir,3.24,Good,Low (<30k),Intermediate,34,55,Yes,No,Laptop,Consistent,Public,English,25.7,Bike,Low,None,No,Clubs,Medium
726,25,Female,Charsadda,Punjab,3.24,Good,Upper-Middle (120k-250k),Postgraduate,32,77,Yes,Yes,Laptop,Frequent Outages,Semi-Government,English,16.8,Bike,Medium,None,Yes,Sports,High
727,25,Female,Dir,Punjab,3.24,Good,Low (<30k),Primary,16,57,No,Yes,Desktop,Consistent,Private,Urdu,9.9,Bike,Low,Minor,Yes,Clubs,High
728,25,Female,Gujranwala,Gilgit Baltistan,3.25,Good,Upper-Middle (120k-250k),Postgraduate,11,84,No,No,Desktop,Consistent,Semi-Government,Urdu,34.0,Car,Low,None,Yes,Sports,Low
729,25,Female,Kotli,Punjab,3.25,Good,Middle (60k-120k),Primary,37,59,Yes,No,Mobile,Consistent,Public,English,11.3,Car,Medium,Minor,Yes,Clubs,Low
